ID,APS_ID,memberID,SequenceID
15275,0,89205,1
15276,0,89206,1
15277,0,89207,1
15278,0,89208,1
15279,0,89209,1
15280,0,89210,1
15281,0,89211,1
15282,0,89212,1
15283,0,89213,1
15284,0,89214,1
15285,0,89215,1
15286,0,89216,1
15287,0,89217,1
15288,0,89218,1
15289,3,89219,1
15290,0,89220,1
15291,0,89221,1
15292,0,89222,1
15293,0,89223,1
15294,28,89224,1
15295,0,89225,1
15296,0,89226,1
15297,0,89227,1
15298,0,89228,1
15299,0,89229,1
15300,0,89230,1
15301,10,89231,1
15302,0,89232,1
15303,3,89233,1
15304,0,89234,1
15305,0,89235,1
15306,0,89236,1
15307,0,89237,1
15308,0,89238,1
15309,0,89239,1
15310,0,89240,1
15311,0,89241,1
15312,7,89242,1
15313,0,89243,1
15314,0,89244,1
15315,0,89245,1
15316,0,89246,1
15317,0,89247,1
15318,0,89248,1
15319,0,89249,1
15320,21,89250,1
15321,0,89251,1
15322,0,89252,1
15323,0,89253,1
15324,0,89254,1
15325,0,89255,1
15326,12,89256,1
15327,0,89257,1
15328,0,89258,1
15329,0,89259,1
15330,0,89260,1
15331,0,89261,1
15332,0,89262,1
15333,0,89263,1
15334,0,89264,1
15335,25,89265,1
15336,19,89266,1
15337,0,89267,1
15338,0,89268,1
15339,0,89269,1
15340,0,89270,1
15341,0,89276,1
15342,0,89277,1
15343,0,89278,1
15344,0,89279,1
15345,0,89280,1
15346,0,89281,1
15347,0,89282,1
15348,0,89283,1
15349,0,89284,1
15350,0,89285,1
15351,0,89286,1
15352,0,89287,1
15353,0,89288,1
15354,0,89289,1
15355,0,89290,1
15356,0,89291,1
15357,0,89292,1
15358,0,89293,1
15359,0,89294,1
15360,0,89295,1
15361,0,89296,1
15362,0,89297,1
15363,0,89298,1
15364,0,89299,1
15365,0,89300,1
15366,0,89301,1
15367,0,89302,1
15368,0,89303,1
15369,0,89304,1
15370,0,89305,1
15371,0,89306,1
15372,0,89307,1
15373,0,89308,1
26287,3,89309,2
15374,8,89309,1
15375,0,89310,1
15376,7,89311,1
15377,0,89315,1
15378,0,89316,1
15379,0,89317,1
15380,0,89318,1
15381,0,89319,1
15382,0,89320,1
15383,0,89321,1
15384,0,89322,1
15385,0,89323,1
15386,0,89324,1
15387,0,89327,1
15388,0,89328,1
15389,0,89329,1
15390,0,89330,1
15391,0,89331,1
15392,7,89332,1
15393,0,89333,1
15394,0,89334,1
15395,0,89335,1
15396,3,89336,1
15397,0,89337,1
15398,0,89338,1
15399,0,89339,1
15400,0,89340,1
15401,0,89341,1
15402,0,89342,1
15403,0,89343,1
15404,4,89344,1
15406,0,89345,1
15407,7,89346,1
15408,0,89347,1
15410,0,89348,1
15411,7,89349,1
15412,0,89350,1
15413,0,89351,1
15414,0,89352,1
15416,0,89354,1
15417,0,89355,1
15418,0,89356,1
15419,0,89357,1
15420,0,89358,1
15421,0,89359,1
15422,0,89360,1
15423,0,89365,1
15424,0,89366,1
15425,0,89367,1
15426,0,89368,1
15427,0,89369,1
15428,0,89375,1
15429,0,89376,1
15430,0,89377,1
15431,0,89379,1
15433,0,89381,1
15434,0,89382,1
15435,0,89383,1
15436,0,89384,1
15437,0,89385,1
15438,0,89386,1
15439,0,89387,1
15440,3,89388,1
15442,0,89389,1
15443,0,89390,1
15444,0,89391,1
15445,0,89392,1
15446,0,89393,1
15447,0,89394,1
15448,0,89395,1
15449,0,89396,1
15450,0,89397,1
15451,0,89398,1
15452,0,89399,1
15453,0,89400,1
15454,0,89401,1
15455,0,89402,1
15456,0,89403,1
15457,0,89404,1
15458,0,89405,1
15459,0,89406,1
15460,0,89407,1
15461,6,89408,1
15462,0,89409,1
15463,0,89410,1
15464,26,89411,1
15465,0,89416,1
15466,0,89417,1
15467,0,89418,1
15468,0,89419,1
15469,0,89420,1
15470,0,89421,1
15471,0,89422,1
15472,0,89423,1
15473,0,89424,1
15474,0,89425,1
15475,0,89426,1
15476,0,89427,1
15477,0,89428,1
15478,0,89429,1
15479,0,89430,1
15480,0,89431,1
15481,19,89432,1
15482,0,89433,1
15483,0,89434,1
15484,0,89435,1
15485,6,89436,1
15486,0,89437,1
15487,0,89438,1
15488,0,89439,1
15489,0,89440,1
15490,0,89441,1
15491,0,89442,1
15492,0,89443,1
15493,0,89444,1
15494,0,89445,1
15495,0,89446,1
15496,0,89447,1
15497,0,89448,1
15498,0,89449,1
15499,0,89450,1
15500,3,89451,1
15501,0,89452,1
15502,0,89457,1
15503,0,89458,1
15504,0,89459,1
15505,0,89462,1
15506,0,89463,1
15507,0,89464,1
15508,0,89465,1
15509,0,89466,1
15510,0,89467,1
15511,30,89468,1
27213,19,89468,2
27214,3,89468,3
15512,0,89469,1
15513,0,89470,1
15514,0,89471,1
15515,0,89472,1
15516,0,89479,1
15518,0,89483,1
15519,0,89484,1
15520,12,89492,1
15521,0,89493,1
15522,0,89494,1
15523,3,89495,1
15524,0,89497,1
15525,0,89498,1
15526,0,89499,1
15527,0,89500,1
15528,0,89501,1
15529,0,89502,1
15530,1,89503,1
15531,4,89504,1
15532,0,89505,1
15533,3,89506,1
15534,0,89507,1
15535,0,89508,1
15536,0,89509,1
15538,0,89510,1
15539,0,89511,1
15540,0,89512,1
15541,0,89513,1
15542,0,89514,1
15543,0,89515,1
15544,0,89516,1
15545,27,89517,1
15546,0,89518,1
15547,24,89519,1
15548,0,89520,1
15549,7,89521,1
15550,0,89522,1
15552,16,89523,1
15553,0,89524,1
15554,0,89525,1
15555,5,89526,1
15556,0,89527,1
15557,0,89528,1
15558,16,89532,1
15559,0,89533,1
15560,19,89534,1
15561,0,89535,1
15562,16,89536,1
15563,0,89537,1
15564,0,89538,1
15565,0,89539,1
15566,0,89540,1
15567,0,89541,1
15568,16,89542,1
15569,0,89543,1
15570,2,89544,1
15571,24,89545,1
15572,0,89546,1
15573,0,89547,1
15574,0,89548,1
15575,0,89549,1
15576,0,89554,1
15577,0,89555,1
15578,0,89556,1
15579,0,89557,1
15580,0,89558,1
15582,0,89560,1
15583,7,89561,1
15584,0,89562,1
15585,0,89563,1
15586,0,89564,1
15587,0,89565,1
15588,0,89566,1
15589,4,89567,1
15590,21,89568,1
15591,0,89569,1
15592,0,89570,1
15593,0,89571,1
15594,0,89572,1
15595,0,89573,1
15597,0,89574,1
15598,0,89577,1
15599,0,89578,1
15600,0,89579,1
15601,0,89580,1
15602,0,89581,1
15603,0,89582,1
15604,0,89583,1
15605,0,89584,1
15606,0,89585,1
15607,0,89586,1
15608,21,89598,1
15609,21,89613,1
15610,21,89615,1
15611,21,89617,1
15612,21,89618,1
15613,0,89619,1
15614,7,89620,1
15615,0,89621,1
15616,0,89622,1
15617,0,89626,1
15618,0,89627,1
15620,0,89628,1
15621,4,89629,1
15622,0,89630,1
15623,0,89631,1
15624,19,89635,1
15625,4,89636,1
15626,0,89637,1
15627,0,89638,1
15628,0,89639,1
15629,0,89640,1
15630,0,89641,1
15631,0,89642,1
15632,0,89643,1
15633,0,89644,1
15634,0,89645,1
15635,0,89646,1
15637,0,89647,1
15638,0,89648,1
15640,0,89649,1
15641,0,89650,1
15642,7,89651,1
15643,0,89652,1
15644,0,89655,1
15645,3,89656,1
15646,0,89657,1
15647,0,89658,1
15649,0,89659,1
15650,0,89660,1
15652,0,89661,1
15653,0,89662,1
15654,8,89663,1
15656,0,89664,1
15657,0,89665,1
15658,0,89666,1
15659,0,89667,1
15660,0,89668,1
15661,0,89669,1
15662,0,89670,1
15663,0,89671,1
15664,0,89672,1
15665,0,89673,1
15666,0,89674,1
15667,0,89678,1
15668,0,89679,1
15669,0,89686,1
15671,24,89688,1
15672,0,89693,1
15673,0,89694,1
15674,0,89695,1
15675,0,89696,1
15676,0,89697,1
15677,0,89698,1
15678,21,89699,1
15679,0,89711,1
15680,0,89712,1
15681,8,89713,1
15683,0,89714,1
15684,0,89715,1
15685,0,89716,1
15686,20,89717,1
15687,1,89718,1
15688,9,89719,1
15689,21,89721,1
15690,0,89722,1
15691,0,89723,1
15692,0,89724,1
15694,17,89725,1
15695,17,89726,1
15696,17,89727,1
15697,0,89728,1
15698,0,89729,1
15699,0,89730,1
15701,0,89731,1
15702,24,89732,1
15703,7,89733,1
15704,0,89734,1
15705,13,89735,1
15706,0,89736,1
15707,0,89737,1
15708,0,89738,1
15709,1,89739,1
15710,27,89740,1
15712,0,89741,1
15713,0,89742,1
15714,0,89745,1
15715,0,89746,1
15716,0,89747,1
15717,0,89748,1
15718,0,89749,1
15719,0,89750,1
15720,0,89751,1
15722,20,89754,1
15724,0,89755,1
15725,0,89756,1
15726,4,89757,1
15727,0,89758,1
15728,0,89759,1
15729,4,89762,1
15730,0,89763,1
15731,0,89764,1
15732,0,89765,1
15733,0,89766,1
15734,0,89767,1
15735,0,89768,1
15736,7,89769,1
15737,0,89770,1
15738,0,89771,1
15741,0,89776,1
15742,0,89777,1
15743,2,89778,1
15744,2,89779,1
15745,2,89780,1
15747,0,89782,1
15748,0,89783,1
15749,0,89784,1
15750,0,89785,1
15751,0,89786,1
15753,0,89787,1
15754,20,89788,1
15755,0,89789,1
15756,5,89790,1
15757,0,89798,1
15758,0,89799,1
15759,0,89800,1
15760,0,89801,1
15761,0,89802,1
15762,0,89809,1
15763,0,89810,1
15764,0,89811,1
15765,0,89814,1
15766,0,89815,1
15767,0,89818,1
15768,0,89819,1
15769,0,89820,1
15770,0,89821,1
15771,20,89822,1
15773,0,89823,1
15774,0,89824,1
15775,12,89831,1
15776,0,89832,1
15777,0,89833,1
15778,0,89834,1
15779,0,89835,1
15780,26,89836,1
15781,0,89837,1
15782,0,89838,1
15783,0,89840,1
15784,0,89841,1
15785,0,89842,1
15786,0,89843,1
15787,0,89844,1
15788,27,89845,1
15789,27,89846,1
15790,27,89847,1
15791,27,89848,1
15792,27,89849,1
15793,27,89850,1
15794,20,89851,1
15796,27,89852,1
15797,27,89853,1
15798,27,89854,1
15799,0,89855,1
15800,27,89856,1
26136,6,89856,2
15801,27,89857,1
15802,27,89858,1
15803,27,89859,1
15804,27,89860,1
15805,27,89861,1
15806,27,89862,1
15807,27,89863,1
15808,27,89864,1
15809,27,89865,1
15810,3,89866,1
15811,0,89867,1
15812,0,89868,1
15813,0,89869,1
15814,24,89870,1
15817,27,89873,1
15818,27,89874,1
15819,0,89875,1
15820,27,89876,1
15821,27,89877,1
15822,27,89878,1
15823,27,89879,1
15824,27,89880,1
15825,27,89881,1
15826,27,89882,1
15827,27,89883,1
15828,27,89884,1
15829,27,89885,1
15830,27,89886,1
15831,27,89887,1
15832,27,89888,1
15833,27,89889,1
15834,0,89890,1
15835,0,89891,1
15836,0,89892,1
15837,0,89895,1
15838,0,89896,1
15839,0,89897,1
15840,0,89898,1
15841,0,89899,1
15842,0,89900,1
15843,0,89901,1
15844,0,89902,1
15845,0,89903,1
15846,24,89904,1
15848,0,89905,1
15849,0,89906,1
15850,0,89907,1
15851,0,89908,1
15852,0,89909,1
15853,0,89910,1
15854,0,89911,1
15855,0,89912,1
15856,0,89913,1
15857,0,89916,1
15858,0,89917,1
15859,0,89918,1
15860,0,89919,1
15861,0,89920,1
15862,0,89921,1
15863,0,89930,1
15864,0,89933,1
15865,0,89934,1
15866,30,89935,1
15867,0,89936,1
15868,0,89937,1
15870,0,89939,1
15871,0,89940,1
15872,0,89941,1
15873,0,89942,1
15874,24,89943,1
15875,17,89944,1
15876,0,89949,1
15877,0,89951,1
15878,6,89952,1
15879,0,89953,1
15880,0,89954,1
15881,0,89955,1
15882,0,89956,1
15883,0,89957,1
15884,0,89958,1
15885,0,89959,1
15886,0,89960,1
15887,0,89961,1
15888,0,89962,1
15889,0,89963,1
15890,0,89964,1
15891,0,89965,1
15892,0,89966,1
15893,0,89969,1
15894,0,89970,1
15895,0,89971,1
15896,0,89972,1
15897,0,89973,1
15898,0,89974,1
15899,0,89975,1
15900,0,89976,1
15901,0,89977,1
15902,0,89978,1
15903,0,89979,1
15904,0,89980,1
15905,0,89981,1
15906,0,89982,1
15907,0,89983,1
15908,0,89984,1
15909,0,89985,1
15910,0,89986,1
15911,0,89987,1
15912,0,89990,1
15913,0,89992,1
15914,0,89993,1
15915,0,89994,1
15916,0,89995,1
15917,0,89996,1
15918,0,89997,1
15919,0,89998,1
15920,0,89999,1
15921,0,90000,1
15922,0,90001,1
15923,0,90002,1
15924,0,90007,1
15925,0,90008,1
15926,0,90010,1
15927,0,90011,1
15928,0,90019,1
15929,11,90020,1
15930,11,90021,1
15931,11,90022,1
15932,11,90023,1
15933,0,90024,1
15934,0,90030,1
15935,11,90031,1
15936,0,90032,1
15937,0,90033,1
15938,0,90034,1
15939,0,90035,1
15940,0,90036,1
15941,0,90037,1
15942,0,90038,1
15943,0,90039,1
15944,0,90040,1
15945,0,90041,1
15946,0,90042,1
15947,0,90043,1
15948,0,90044,1
15949,0,90045,1
15950,0,90046,1
15951,0,90047,1
15952,20,90048,1
15954,0,90049,1
15955,1,90050,1
15956,7,90051,1
15957,0,90052,1
15958,0,90053,1
15959,6,90058,1
15960,0,90061,1
15961,4,90062,1
15962,0,90063,1
15963,0,90064,1
15964,4,90065,1
15965,0,90066,1
15966,0,90067,1
15967,0,90068,1
15968,0,90069,1
15969,0,90070,1
15970,6,90071,1
15971,0,90072,1
15972,0,90073,1
15973,0,90074,1
15974,4,90075,1
15975,0,90076,1
15976,0,90077,1
15977,0,90078,1
15978,0,90079,1
15979,0,90080,1
15980,0,90084,1
15981,0,90087,1
15982,0,90090,1
15983,0,90094,1
15984,0,90095,1
15985,0,90096,1
15986,0,90097,1
15987,0,90098,1
15988,0,90099,1
15989,0,90100,1
15990,0,90101,1
15991,0,90102,1
15992,0,90103,1
15993,0,90104,1
15994,0,90109,1
15995,0,90110,1
15996,0,90111,1
15997,4,90112,1
15998,0,90115,1
15999,0,90116,1
16000,0,90117,1
16001,0,90118,1
16002,0,90119,1
16003,0,90120,1
16004,0,90121,1
16005,0,90122,1
16006,0,90123,1
16007,0,90124,1
16008,0,90125,1
16009,0,90126,1
16011,0,90132,1
16013,0,90134,1
16016,0,90135,1
16017,0,90136,1
16018,0,90137,1
16019,0,90138,1
16020,0,90139,1
16021,0,90140,1
16022,0,90141,1
16023,0,90142,1
16024,0,90143,1
16025,0,90144,1
16026,0,90146,1
16027,4,90147,1
16028,0,90148,1
16029,0,90149,1
16030,0,90150,1
16031,0,90151,1
16032,0,90154,1
16033,0,90155,1
16034,0,90156,1
16035,0,90157,1
16036,0,90158,1
16037,0,90159,1
16038,0,90160,1
16039,0,90161,1
16040,0,90162,1
16041,0,90163,1
16042,4,90164,1
16043,0,90165,1
16044,0,90166,1
16045,29,90167,1
16046,0,90168,1
16047,0,90169,1
16048,0,90170,1
16049,0,90171,1
16050,0,90172,1
16051,0,90173,1
16052,0,90174,1
16053,3,90175,1
16054,0,90179,1
16055,0,90180,1
16056,0,90181,1
16057,4,90182,1
16058,24,90183,1
16059,0,90184,1
16060,0,90186,1
16061,0,90187,1
16063,0,90189,1
16066,0,90192,1
16067,0,90193,1
16068,0,90194,1
16069,4,90195,1
16070,0,90196,1
16071,25,90197,1
16072,25,90198,1
16073,25,90199,1
16074,25,90200,1
16075,25,90201,1
16076,0,90202,1
16077,0,90203,1
16078,0,90204,1
16079,0,90207,1
16080,0,90208,1
16081,0,90209,1
16082,0,90210,1
16083,0,90211,1
16084,4,90212,1
16085,0,90213,1
16086,0,90214,1
16087,0,90215,1
16088,0,90216,1
16089,26,90217,1
16090,0,90218,1
16091,0,90219,1
16092,0,90220,1
16093,0,90221,1
16094,8,90222,1
16095,0,90223,1
16096,0,90224,1
16097,0,90225,1
16098,0,90226,1
16099,20,90227,1
30580,6,90227,2
16100,0,90228,1
16101,0,90229,1
16102,0,90230,1
16103,0,90231,1
16104,0,90232,1
16105,0,90233,1
16106,0,90234,1
16107,0,90235,1
16108,0,90236,1
16109,0,90237,1
16110,0,90238,1
16111,0,90239,1
16112,0,90240,1
16113,0,90241,1
16114,0,90242,1
16115,8,90243,1
16116,0,90244,1
16117,0,90245,1
16118,0,90246,1
16119,0,90249,1
16120,0,90250,1
16121,0,90251,1
16122,0,90252,1
16123,0,90253,1
16124,0,90254,1
16125,0,90255,1
16126,0,90256,1
16127,0,90257,1
16128,0,90258,1
16129,0,90259,1
16130,4,90260,1
16131,0,90261,1
16132,0,90264,1
16133,0,90268,1
16134,0,90273,1
16135,0,90275,1
16136,0,90276,1
16137,0,90277,1
16138,0,90278,1
16139,0,90279,1
16140,0,90280,1
16141,0,90281,1
16142,0,90282,1
16143,0,90283,1
16144,20,90284,1
16145,0,90285,1
16146,0,90286,1
16147,0,90287,1
16148,0,90288,1
16149,0,90289,1
16150,0,90291,1
16151,0,90294,1
16152,0,90295,1
16153,0,90296,1
16154,0,90297,1
16155,0,90298,1
16156,0,90299,1
16157,0,90300,1
16159,0,90304,1
16160,0,90305,1
16161,4,90306,1
16162,0,90307,1
16163,0,90308,1
16164,0,90309,1
16165,0,90310,1
16166,0,90311,1
16167,0,90312,1
16168,0,90313,1
16169,0,90314,1
16170,0,90315,1
16171,0,90316,1
16172,0,90317,1
16173,0,90318,1
16174,0,90319,1
16175,0,90320,1
16176,0,90321,1
16177,0,90322,1
16178,0,90323,1
16179,0,90324,1
16180,0,90325,1
16181,0,90326,1
16182,0,90327,1
16183,0,90328,1
16184,0,90329,1
16185,0,90330,1
16186,0,90331,1
16187,0,90332,1
16188,7,90333,1
16189,0,90334,1
16190,0,90335,1
16191,7,90336,1
16192,0,90337,1
16193,0,90338,1
16194,0,90339,1
16195,0,90340,1
16196,0,90341,1
16197,0,90342,1
16198,0,90343,1
16199,0,90344,1
16200,0,90345,1
16201,0,90346,1
16202,0,90347,1
16203,24,90349,1
16204,0,90350,1
16205,0,90351,1
16206,0,90352,1
16207,0,90353,1
16208,0,90354,1
16209,0,90355,1
16210,0,90356,1
16211,0,90357,1
16212,0,90358,1
16213,0,90359,1
16214,0,90360,1
16215,0,90361,1
16216,0,90362,1
16217,0,90363,1
16218,0,90364,1
16219,0,90365,1
16220,0,90366,1
16221,0,90367,1
16222,0,90368,1
16223,0,90369,1
16224,0,90370,1
16225,0,90371,1
16226,0,90372,1
16227,0,90373,1
16228,0,90374,1
16229,0,90375,1
16230,9,90378,1
16231,0,90379,1
16232,0,90380,1
16233,0,90381,1
16234,0,90382,1
16235,0,90383,1
16236,0,90384,1
16237,0,90385,1
16238,0,90386,1
16239,0,90387,1
16240,0,90388,1
16241,0,90389,1
16242,0,90390,1
16243,0,90391,1
16244,0,90392,1
16245,3,90393,1
16246,0,90394,1
16247,0,90402,1
16248,0,90403,1
16249,0,90404,1
16250,7,90405,1
16251,17,90406,1
16252,0,90407,1
16253,3,90408,1
16254,0,90409,1
16255,0,90410,1
16256,0,90411,1
16257,0,90412,1
16258,20,90413,1
16259,0,90414,1
16260,0,90421,1
16261,0,90422,1
16262,0,90423,1
16263,0,90424,1
16264,0,90425,1
16265,3,90426,1
16266,0,90427,1
16267,0,90428,1
16268,7,90429,1
16269,0,90430,1
16271,0,90431,1
16272,0,90432,1
16273,0,90433,1
16274,0,90434,1
16275,0,90435,1
16276,0,90436,1
16277,0,90437,1
16278,6,90438,1
16279,0,90439,1
16280,0,90440,1
16281,0,90441,1
16282,0,90442,1
16283,0,90443,1
16284,0,90444,1
16285,0,90445,1
16286,0,90446,1
16287,0,90447,1
16288,1,90448,1
16289,0,90449,1
16290,0,90450,1
16291,0,90451,1
16292,0,90452,1
16293,20,90453,1
16294,23,90454,1
16295,7,90455,1
16296,0,90456,1
16298,0,90458,1
16299,0,90459,1
16300,0,90460,1
16301,0,90461,1
16302,0,90462,1
16303,0,90463,1
16304,0,90464,1
16305,0,90465,1
16306,0,90466,1
16307,0,90467,1
16308,0,90468,1
16309,0,90469,1
16310,0,90470,1
16311,25,90471,1
16312,0,90472,1
16313,0,90473,1
16314,0,90474,1
16315,0,90475,1
16316,0,90476,1
16317,0,90477,1
16318,0,90478,1
16319,0,90479,1
16320,0,90480,1
16321,0,90481,1
16322,0,90482,1
16323,0,90483,1
16324,0,90484,1
16325,0,90485,1
16326,0,90486,1
28571,7,90487,3
16327,9,90487,1
26028,3,90487,2
16328,0,90488,1
16329,0,90489,1
16330,0,90490,1
16331,0,90491,1
16332,0,90492,1
16333,0,90493,1
16334,0,90494,1
16335,0,90495,1
16336,0,90496,1
16337,0,90497,1
16338,24,90498,1
16339,0,90499,1
16340,0,90500,1
16341,0,90501,1
16342,0,90502,1
16343,0,90503,1
16344,0,90504,1
16345,0,90505,1
16346,0,90506,1
16347,0,90507,1
16348,0,90508,1
16349,0,90509,1
16350,0,90510,1
16351,0,90511,1
16352,0,90512,1
16353,0,90513,1
16354,0,90514,1
16355,0,90515,1
16356,0,90516,1
16357,7,90517,1
16358,7,90518,1
16359,4,90519,1
16360,0,90520,1
16361,0,90521,1
16362,0,90522,1
16363,0,90523,1
16364,0,90524,1
16365,0,90525,1
16366,0,90526,1
16367,2,90527,1
16368,0,90528,1
16369,0,90529,1
16370,20,90530,1
16371,0,90531,1
16372,0,90532,1
16373,9,90533,1
16374,0,90534,1
16375,9,90535,1
16376,9,90536,1
16377,0,90537,1
16378,0,90538,1
16379,9,90539,1
16380,0,90545,1
16381,0,90546,1
16382,0,90547,1
16383,0,90548,1
16384,4,90549,1
16385,22,90550,1
16386,9,90551,1
16387,9,90552,1
16388,9,90553,1
16389,9,90554,1
16390,9,90555,1
16391,9,90556,1
16392,0,90561,1
16393,0,90563,1
16394,0,90564,1
16395,9,90565,1
16396,9,90566,1
16397,0,90567,1
16398,0,90568,1
16399,0,90569,1
16400,0,90570,1
16401,0,90571,1
16402,9,90572,1
16403,0,90573,1
16404,0,90574,1
16405,9,90575,1
16406,0,90576,1
16407,0,90577,1
16408,0,90578,1
16409,0,90579,1
16410,0,90580,1
16411,0,90581,1
16412,0,90582,1
16413,0,90583,1
16414,0,90584,1
16415,0,90585,1
16416,0,90586,1
16417,0,90587,1
16418,0,90588,1
16419,7,90589,1
16420,0,90590,1
16421,0,90591,1
16422,0,90592,1
16423,0,90593,1
16424,0,90594,1
16425,0,90595,1
16427,0,90597,1
16428,0,90602,1
16430,28,90604,1
16431,25,90605,1
16432,9,90606,1
16433,0,90607,1
16434,0,90608,1
16435,0,90609,1
16436,0,90610,1
16437,0,90611,1
16438,0,90612,1
16439,0,90613,1
16440,0,90614,1
16441,0,90616,1
16442,4,90618,1
16444,0,90620,1
16445,0,90621,1
16446,0,90622,1
16447,0,90623,1
16448,0,90624,1
16449,0,90625,1
16450,0,90626,1
16451,0,90627,1
16452,0,90628,1
16453,0,90629,1
16455,0,90631,1
16456,0,90632,1
16458,0,90634,1
16459,7,90635,1
16460,0,90636,1
16461,0,90637,1
16462,0,90638,1
16463,0,90639,1
16464,0,90640,1
16465,0,90641,1
16466,0,90642,1
16467,0,90643,1
16468,0,90644,1
16469,0,90645,1
16470,0,90646,1
16471,0,90647,1
16472,0,90648,1
16473,0,90649,1
16474,0,90650,1
16475,0,90651,1
16476,7,90652,1
16477,0,90653,1
16478,0,90654,1
16479,0,90655,1
16480,0,90656,1
16481,0,90657,1
16482,0,90658,1
16483,0,90659,1
16485,0,90661,1
16486,0,90662,1
16487,0,90663,1
16488,0,90664,1
16489,0,90665,1
16490,0,90666,1
16491,0,90667,1
16492,0,90668,1
16493,0,90669,1
16494,0,90670,1
16495,0,90671,1
16496,0,90672,1
16497,0,90673,1
16499,0,90674,1
16500,0,90675,1
16501,0,90676,1
16502,0,90677,1
16503,0,90678,1
16504,0,90679,1
16505,0,90680,1
16507,0,90682,1
16508,17,90683,1
16509,0,90684,1
16510,0,90687,1
16511,0,90690,1
16512,4,90691,1
16513,0,90692,1
16514,0,90693,1
16515,0,90694,1
16516,4,90695,1
16517,0,90696,1
16518,0,90697,1
16519,0,90698,1
16520,7,90699,1
16521,0,90700,1
16522,0,90701,1
16523,9,90702,1
16524,0,90703,1
16525,0,90704,1
16526,0,90705,1
16527,0,90706,1
16528,0,90707,1
16529,0,90708,1
16530,0,90709,1
16531,0,90710,1
16532,0,90711,1
16533,0,90712,1
16534,0,90713,1
16535,0,90714,1
16536,0,90715,1
16537,0,90716,1
16538,24,90717,1
16539,0,90718,1
16540,0,90719,1
16541,0,90720,1
16542,0,90721,1
16543,0,90722,1
16544,0,90723,1
16545,0,90724,1
16546,0,90725,1
16547,18,90726,1
16548,0,90727,1
16549,0,90728,1
16550,0,90729,1
16551,0,90730,1
16552,0,90731,1
16553,0,90732,1
16554,0,90733,1
16555,0,90734,1
16556,0,90735,1
16557,6,90736,1
16558,0,90737,1
16559,0,90738,1
16560,0,90739,1
16561,0,90740,1
16562,0,90741,1
16564,0,90743,1
16565,0,90744,1
16566,0,90745,1
16567,0,90746,1
16568,0,90747,1
16569,0,90748,1
16570,0,90749,1
16571,0,90750,1
16572,0,90751,1
16573,0,90752,1
16574,0,90753,1
16575,0,90754,1
16576,3,90755,1
16577,0,90756,1
16578,27,90757,1
16579,0,90758,1
16580,4,90759,1
16582,0,90760,1
16583,0,90766,1
16584,0,90767,1
16585,0,90768,1
16586,0,90769,1
16588,0,90770,1
16589,0,90771,1
16590,0,90772,1
16591,0,90773,1
16592,0,90774,1
16593,0,90775,1
16594,0,90776,1
16595,0,90777,1
16596,0,90778,1
16597,0,90779,1
16598,0,90780,1
16599,0,90781,1
16600,0,90782,1
16601,0,90783,1
16602,0,90784,1
16603,0,90785,1
16604,0,90789,1
16605,0,90790,1
16606,0,90791,1
16607,0,90792,1
16608,0,90797,1
16610,0,90798,1
16611,0,90799,1
16612,0,90800,1
16613,0,90801,1
16614,0,90802,1
16615,9,90803,1
16616,0,90804,1
16617,0,90805,1
16618,0,90806,1
16619,0,90807,1
16620,4,90808,1
16621,0,90809,1
16622,4,90810,1
16623,0,90811,1
16624,0,90812,1
16625,0,90815,1
16627,0,90817,1
16628,0,90820,1
16629,0,90821,1
16630,0,90822,1
16631,0,90823,1
16632,0,90824,1
16634,0,90825,1
16635,6,90826,1
16636,0,90827,1
16637,0,90828,1
16638,0,90829,1
16639,0,90830,1
16640,0,90831,1
16641,0,90832,1
16642,24,90833,1
16643,0,90834,1
16644,0,90835,1
16645,0,90836,1
16646,0,90837,1
16647,0,90838,1
16648,0,90839,1
16649,0,90840,1
16650,0,90841,1
16651,0,90845,1
16652,0,90846,1
16653,0,90847,1
16654,0,90848,1
16655,4,90849,1
16657,0,90850,1
16658,0,90851,1
16659,0,90852,1
16660,0,90853,1
16661,0,90854,1
16662,0,90855,1
16663,0,90856,1
16664,1,90857,1
16665,0,90864,1
16666,0,90865,1
16667,0,90866,1
16668,0,90867,1
16669,0,90868,1
16670,0,90869,1
16671,0,90870,1
16672,0,90871,1
16673,0,90872,1
16674,0,90873,1
16675,0,90874,1
16677,0,90875,1
16678,9,90876,1
16679,9,90877,1
16680,0,90878,1
16681,0,90879,1
16682,0,90880,1
16683,0,90881,1
16684,0,90882,1
16685,0,90883,1
16686,0,90884,1
16687,0,90885,1
16688,7,90886,1
16689,0,90887,1
16690,0,90888,1
16691,0,90889,1
16692,0,90890,1
16693,0,90891,1
16694,0,90892,1
16696,0,90893,1
16697,0,90894,1
16698,0,90895,1
16700,0,90896,1
16701,0,90897,1
16703,0,90898,1
16704,0,90899,1
16707,0,90900,1
16708,0,90901,1
16709,0,90902,1
16710,0,90903,1
16711,0,90904,1
16712,0,90905,1
16713,0,90906,1
16715,0,90908,1
16716,22,90912,1
16717,0,90913,1
16718,19,90914,1
16719,0,90915,1
16720,0,90916,1
16721,0,90917,1
16722,0,90918,1
16723,0,90919,1
16724,0,90920,1
16725,0,90921,1
16726,0,90922,1
16727,0,90923,1
16728,3,90924,1
16729,0,90925,1
16730,0,90926,1
16731,3,90927,1
